Mod:Item:MetaData, Localized Name
biomesoplenty:sacred_oak_fence:0, Забор из Священного Дуба
biomesoplenty:cherry_fence:0, Вишнёвый Забор
biomesoplenty:umbran_fence:0, Теневой Забор
biomesoplenty:fir_fence:0, Пихтовый Забор
biomesoplenty:ethereal_fence:0, Эфирный Забор
biomesoplenty:magic_fence:0, Забор из Магического Дерева
biomesoplenty:mangrove_fence:0, Мангровый Забор
biomesoplenty:palm_fence:0, Пальмовый Забор
biomesoplenty:redwood_fence:0, Забор из Красного Дерева
biomesoplenty:willow_fence:0, Ивовый Забор
biomesoplenty:pine_fence:0, Сосновый Забор
biomesoplenty:hellbark_fence:0, Забор из Адского Дерева
biomesoplenty:jacaranda_fence:0, Жакарандовый Забор
biomesoplenty:mahogany_fence:0, Махагоновый Забор
biomesoplenty:ebony_fence:0, Забор из Эбенового Дерева
biomesoplenty:eucalyptus_fence:0, Эвкалиптовый Забор
biomesoplenty:sacred_oak_fence_gate:0, Калитка из Священного Дуба
biomesoplenty:cherry_fence_gate:0, Вишнёвая Калитка
biomesoplenty:umbran_fence_gate:0, Теневая Калитка
biomesoplenty:fir_fence_gate:0, Пихтовая Калитка
biomesoplenty:ethereal_fence_gate:0, Эфирная Калитка
biomesoplenty:magic_fence_gate:0, Калитка из Магического Дерева
biomesoplenty:mangrove_fence_gate:0, Мангровая Калитка
biomesoplenty:palm_fence_gate:0, Пальмовая Калитка
biomesoplenty:redwood_fence_gate:0, Калитка из Красного Дерева
biomesoplenty:willow_fence_gate:0, Ивовая Калитка
biomesoplenty:pine_fence_gate:0, Сосновая Калитка
biomesoplenty:hellbark_fence_gate:0, Калитка из Адского Дерева
biomesoplenty:jacaranda_fence_gate:0, Жакарандовая Калитка
biomesoplenty:mahogany_fence_gate:0, Махагоновая Калитка
biomesoplenty:ebony_fence_gate:0, Эбеновая Калитка
biomesoplenty:eucalyptus_fence_gate:0, Эвкалиптовая Калитка
biomesoplenty:sacred_oak_door, Дверь из Священного Дуба
biomesoplenty:cherry_door, Вишневая Дверь
biomesoplenty:umbran_door, Дверь из Теневого Дерева
biomesoplenty:fir_door, Пихтовая Дверь
biomesoplenty:ethereal_door, Эфирная Дверь
biomesoplenty:magic_door, Магическая Дверь
biomesoplenty:mangrove_door, Мангровая Дверь
biomesoplenty:palm_door, Пальмовая Дверь
biomesoplenty:redwood_door, Дверь из Красного Дерева
biomesoplenty:willow_door, Дверь из Ивы
biomesoplenty:pine_door, Сосновая Дверь
biomesoplenty:hellbark_door, Дверь из Адской Дерева
biomesoplenty:jacaranda_door, Жакарандовая Дверь
biomesoplenty:mahogany_door, Махагоновая Дверь
biomesoplenty:ebony_door, Эбоновая Дверь
biomesoplenty:eucalyptus_door, Эвкалиптовая Дверь
biomesoplenty:coral:0, Розовый Коралл
biomesoplenty:coral:1, Оранжевый Коралл
biomesoplenty:coral:2, Синий Коралл
biomesoplenty:coral:3, Светящиеся Коралл
biomesoplenty:coral:4, Водоросли
biomesoplenty:seaweed:0, Ламинария
biomesoplenty:waterlily:0, Средняя Кувшинка
biomesoplenty:waterlily:1, Маленькая Кувшинка
biomesoplenty:waterlily:2, Крошечная Кувшинка
biomesoplenty:waterlily:3, Цветущая Лилия
biomesoplenty:bamboo:0, Бамбук
biomesoplenty:sapling_0:0, Саженец Пожелтевших Листьев
biomesoplenty:sapling_0:1, Саженец Покрасневших Листьев
biomesoplenty:sapling_0:2, Бамбуковый Саженец
biomesoplenty:sapling_0:3, Магический Саженец
biomesoplenty:sapling_0:4, Теневой Саженец
biomesoplenty:sapling_0:5, Мёртвый Саженец
biomesoplenty:sapling_0:6, Пихтовый Саженец
biomesoplenty:sapling_0:7, Эфирный Саженец
biomesoplenty:sapling_1:0, Изначальный Саженец
biomesoplenty:sapling_1:1, Розовая Вишнёвый Саженец
biomesoplenty:sapling_1:2, Белый Вишнёвый Саженец
biomesoplenty:sapling_1:3, Кленовый Саженец
biomesoplenty:sapling_1:4, Саженец из Адского Дерева
biomesoplenty:sapling_1:5, Саженец Цветущегой Дуба
biomesoplenty:sapling_1:6, Жакарандовый Саженец
biomesoplenty:sapling_1:7, Саженец Священного Дуба
biomesoplenty:sapling_2:0, Мангрововый Саженец
biomesoplenty:sapling_2:1, Пальмовый Саженец
biomesoplenty:sapling_2:2, Саженец Красного Дерева
biomesoplenty:sapling_2:3, Ивовый Саженец
biomesoplenty:sapling_2:4, Сосновый Саженец
biomesoplenty:sapling_2:5, Махагоновый Саженец
biomesoplenty:sapling_2:6, Эбеновый Саженец
biomesoplenty:sapling_2:7, Эвкалиптовый Саженец
biomesoplenty:plant_0:0, Короткая трава
biomesoplenty:plant_0:1, Средняя трава
biomesoplenty:plant_0:2, Кустарник
biomesoplenty:plant_0:3, Росток
biomesoplenty:plant_0:4, Ядовитый Плющ
biomesoplenty:plant_0:5, Ягодный Куст
biomesoplenty:plant_0:6, Куст
biomesoplenty:plant_0:7, Пшеничная Трава
biomesoplenty:plant_0:8, Сырая Трава
biomesoplenty:plant_0:9, Кору
biomesoplenty:plant_0:10, Клеверная Повязка
biomesoplenty:plant_0:11, Куча Листьев
biomesoplenty:plant_0:12, Куча Мёртвых Листьев
biomesoplenty:plant_0:13, Мёртвая Трава
biomesoplenty:plant_0:14, Пустынная Трава
biomesoplenty:plant_0:15, Пустынные Ростки
biomesoplenty:plant_1:0, Дюнная Трава
biomesoplenty:plant_1:1, Спектральный Папоротник
biomesoplenty:plant_1:2, Колючий Кустарник
biomesoplenty:plant_1:3, Дикий Рис
biomesoplenty:plant_1:4, Рогоз
biomesoplenty:plant_1:5, Речной Тростник
biomesoplenty:plant_1:6, Крошечный Кактус
biomesoplenty:plant_1:7, Дьявольская Трава
biomesoplenty:plant_1:8, Камыш
biomesoplenty:plant_1:9, Корень
biomesoplenty:plant_1:10, Раффлезия
biomesoplenty:plant_1:11, Ячмень
biomesoplenty:double_plant:0, Лён
biomesoplenty:double_plant:1, Высокий Рогоз
biomesoplenty:double_plant:2, Глазное Яблоко
biomesoplenty:double_plant:3, Морской Овёс
biomesoplenty:mushroom:0, Поганка
biomesoplenty:mushroom:1, Портобелло
biomesoplenty:mushroom:2, Млечник Голубой
biomesoplenty:mushroom:3, Светящиеся Гриб
biomesoplenty:mushroom:4, Плоский Гриб
biomesoplenty:mushroom:5, Тёмный Гриб
biomesoplenty:bramble_plant:0, Ежевика
biomesoplenty:flower_0:0, Клевер
biomesoplenty:flower_0:1, Болотный Цветок
biomesoplenty:flower_0:2, Смертельный Цветок
biomesoplenty:flower_0:3, Светящиеся Цветок
biomesoplenty:flower_0:4, Синяя Гортензия
biomesoplenty:flower_0:5, Оранжевая Космея
biomesoplenty:flower_0:6, Розовый Нарцисс
biomesoplenty:flower_0:7, Дикий Цветок
biomesoplenty:flower_0:8, Фиалка
biomesoplenty:flower_0:9, Белый Анемон
biomesoplenty:flower_0:10, Лотос Края
biomesoplenty:flower_0:11, Бромелия
biomesoplenty:flower_0:12, Увядшая Лилия
biomesoplenty:flower_0:13, Розовый Гибискус
biomesoplenty:flower_0:14, Ландыш
biomesoplenty:flower_0:15, Горицвет
biomesoplenty:flower_1:0, Лаванда
biomesoplenty:flower_1:1, Золотарник
biomesoplenty:flower_1:2, Колокольчики
biomesoplenty:flower_1:3, Радость Шахтёра
biomesoplenty:flower_1:4, Ледяной Ирис
biomesoplenty:flower_1:5, Роза
biomesoplenty:flower_vine:0, Цветущие Лозы
biomesoplenty:ivy:0, Плющ
biomesoplenty:tree_moss:0, Мох Теневого Дерева
biomesoplenty:willow_vine:0, Ивовая Лоза
biomesoplenty:terrarium:0, Террариум Папоротника
biomesoplenty:terrarium:1, Террариум Грибов
biomesoplenty:terrarium:2, Террариум Кактуса
biomesoplenty:terrarium:3, Террариум Льна
biomesoplenty:terrarium:4, Террариум Цветка
biomesoplenty:terrarium:5, Террариум Кору
biomesoplenty:terrarium:6, Террариум Бамбука
biomesoplenty:terrarium:7, Beach Terrarium
biomesoplenty:terrarium:8, Террариум Светящегося Гриба
